#1.2
430	6
Human_name	log2	X462P	X1850P	X18294P	X1847P	X1088P	X20699P
AADAC	2.52236385077296	7.98753518850339	6.13956104872425	6.53347691438495	9.55896828152589	9.84338197055827	9.35612798680545
ADAMTS15	-2.50823411203462	8.06283100750105	8.8747667628825	7.42323777057188	5.44087093725328	6.40024130921864	5.27211616840973
ADAMTS15	-2.50823411203462	8.06283100750105	8.8747667628825	7.42323777057188	5.44087093725328	6.40024130921864	5.27211616840973
ADAMTS15	-2.50823411203462	8.06283100750105	8.8747667628825	7.42323777057188	5.44087093725328	6.40024130921864	5.27211616840973
ADAMTS15	-2.50823411203462	8.06283100750105	8.8747667628825	7.42323777057188	5.44087093725328	6.40024130921864	5.27211616840973
AK4	-2.00608809820238	9.30052615414914	9.8186411765106	10.4563634822099	7.82191371857303	8.81555226932214	5.76829184890023
AK4	-2.00608809820238	9.30052615414914	9.8186411765106	10.4563634822099	7.82191371857303	8.81555226932214	5.76829184890023
AK4	-2.00608809820238	9.30052615414914	9.8186411765106	10.4563634822099	7.82191371857303	8.81555226932214	5.76829184890023
AK4	-2.00608809820238	9.30052615414914	9.8186411765106	10.4563634822099	7.82191371857303	8.81555226932214	5.76829184890023
AK4	-2.00608809820238	9.30052615414914	9.8186411765106	10.4563634822099	7.82191371857303	8.81555226932214	5.76829184890023
AKR1C3	3.0678712110851	7.65989080548603	6.4946448067438	6.49016857218208	10.3551916871416	9.33867294797263	10.0599499960013
AKR1C3	3.0678712110851	7.65989080548603	6.4946448067438	6.49016857218208	10.3551916871416	9.33867294797263	10.0599499960013
ALPP	2.49521569579228	11.1530530534372	10.4909571864118	10.8311433205325	13.3142193349997	13.7530108065603	12.3565337329779
ANXA13	-3.96203444382808	9.31243989017807	8.75728623832191	10.2517791009178	5.96845596101514	6.03712587144429	4.70935894291005
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
AQP4	-3.97126787418777	11.0883299197232	10.0610779100565	13.3255241262574	7.49443103859005	7.25683786146099	8.98837684052477
ATP2C2	-1.63941295856036	10.5666882676343	9.73337396142526	10.6807990690561	7.88161568112463	8.4371984667412	9.6319091282765
ATP2C2	-1.63941295856036	10.5666882676343	9.73337396142526	10.6807990690561	7.88161568112463	8.4371984667412	9.6319091282765
B3GNT6	-2.41398163428465	8.77293577129685	7.85760103619939	8.401831266478	5.30138085768573	6.18744928510092	6.25370163393591
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
B4GALNT1	-1.37738730278074	12.3574154440246	12.5071758224822	12.0857760476228	11.2409568170225	11.248217685195	10.3829979917303
BACH2	1.66456183645974	6.85991676979004	6.94687717246704	7.26301570274475	8.73462737016067	8.56379105344621	8.54428597377605
