#1.2
12375	6
Human_name	Transcript	X462P	X1850P	X18294P	X1847P	X1088P	X20699P
CCDC58	uc007zce.2	9.86718565502633	9.35809140803163	7.94153353830892	8.46340405502625	8.51858159319967	8.11385976217708
CCDC59	uc007gyp.1	8.92485165082214	9.05958218075066	8.54696819720453	9.01945139819125	8.7627901233588	8.92439167774378
CCDC6	uc011xfv.1	11.1549170647493	11.296509655832	11.1261321989372	11.558899765365	11.4929945636403	11.6115181301334
CCDC61	uc009fjw.1	8.12803636552641	8.38785820604778	8.11928494857347	8.28847232815441	8.41516537707623	8.09877554388355
CCDC63	uc008zkq.1	0	0	0	0	0	0
CCDC64	uc008zel.1	8.2746703749959	8.08956954627227	7.60460221193297	7.63049156843997	7.69933933034084	7.62781032833924
CCDC67	uc009ogd.1	3.05151077047267	0	2.60460545198098	1.797040311211	1.81908052342301	1.03534089374133
CCDC68	uc008fnw.1	11.0659327721573	11.1484423017092	10.9083027689331	11.0436170233447	10.4910243704957	10.528435973442
CCDC73	uc008lkk.2	6.96405214048569	6.29270219624294	6.0683562433686	6.59619322994181	6.70383242826849	5.8484707602146
CCDC81	uc009igf.2	0	1.93036442346524	1.83862249439275	2.48302206273401	0	0
CCDC82	uc009shr.1	9.19002857737892	9.40010784360838	9.82181604564984	9.05882272975426	9.02468642234442	9.56904354935687
CCDC83	uc009igx.1	0	0	0	0	0	0
CCDC85B	uc012bgx.1	8.52848213199736	9.20649240601611	7.69542538873535	8.85963476700859	8.70458489483815	8.89936077433127
CCDC86	uc008grj.2	8.4072744041366	8.20661166918956	7.38053758847905	8.10515444547687	8.40880457383841	8.16522591611143
CCDC87	uc008gbb.1	2.5681693861122	0	1.07864367792527	0	0	0
CCDC88A	uc007igw.1	6.64896538482041	6.36038276939655	7.56770756905858	7.57511254219934	7.38456130179282	8.28298926665484
CCDC88B	uc008gjb.1	6.27971196151626	7.17075403837608	7.18289132911157	7.88161568112463	7.96150037782911	6.92404453685932
CCDC88C	uc007ote.1	10.3939908688406	10.1089226848474	11.2494822679834	10.4420163839008	10.7055539043415	10.7986402652306
CCDC92	uc008zqr.1	7.11502304828764	7.15214253236862	5.97403019905171	7.15142885440031	6.94221450596556	6.67866776174494
CCDC93	uc007cju.2	10.625198549101	10.6411587167191	11.1444769856485	10.7486852610211	10.7590607548427	10.8631070222942
CCHCR1	uc008chx.2	7.87198214973375	8.19787355499229	8.50314732072534	8.14814100841591	8.22907245226295	8.26344304059017
CCIN	uc008srg.1	0	0	0	1.797040311211	0	0
CCK	uc009sdg.2	5.73910694770224	4.64673931447381	4.02007525544666	8.08608891710387	8.00613247983864	7.84285884443089
CCKBR	uc009iyd.1	1.83862249439275	0	1.07864367792527	0	0	2.10759566861063
CCL11	uc007kmr.2	6.30559781362471	5.06772604469702	8.61329734185107	5.06970584525698	4.41639514603539	8.89936077433127
CCL2	uc007kms.1	3.05151077047267	1.93036442346524	1.83862249439275	3.78246804028786	0	3.06221043275465
CCL17	uc009mwz.2	1.83862249439275	3.13890012044006	3.78345450493075	4.14020668783247	2.53716042659793	2.48302206273401
Gm2564	uc008sjz.1	0	0	1.07864367792527	1.797040311211	1.81908052342301	1.79187768076034
Gm13309	uc008sjz.1	0	0	1.07864367792527	1.797040311211	1.81908052342301	1.79187768076034
Gm21104	uc008sjz.1	0	0	1.07864367792527	1.797040311211	1.81908052342301	1.79187768076034
Ccl19-ps1	uc008sjz.1	0	0	1.07864367792527	1.797040311211	1.81908052342301	1.79187768076034
CCL13	uc007kmp.1	4.26944289497788	3.13890012044006	3.65926126253831	3.24459624169163	3.66721183057703	3.06221043275465
CCL20	uc007bsm.2	6.50236418490493	6.89309650786622	4.95611321206836	8.94693493357981	8.05480743266172	4.56846961956225
Ccl21b	uc008smd.2	0	0	1.07864367792527	0	0	1.03534089374133
Gm1987	uc008smd.2	0	0	1.07864367792527	0	0	1.03534089374133
CCL21	uc008smd.2	0	0	1.07864367792527	0	0	1.03534089374133
Gm10591	uc008smd.2	0	0	1.07864367792527	0	0	1.03534089374133
Gm10591	uc008sml.1	1.83862249439275	0	1.07864367792527	0	0	1.03534089374133
CCL21	uc008sml.1	1.83862249439275	0	1.07864367792527	0	0	1.03534089374133
Gm1987	uc008sml.1	1.83862249439275	0	1.07864367792527	0	0	1.03534089374133
Ccl21b	uc008sml.1	1.83862249439275	0	1.07864367792527	0	0	1.03534089374133
CCL24	uc008zyo.1	3.37784634213167	1.93036442346524	4.24930985880715	0	1.81908052342301	2.8815288617797
CCL25	uc009ktw.2	6.60145324331304	7.43421430602569	8.88476760073534	10.5757116680015	10.5598781453479	9.15987731816033
CCL28	uc007sal.1	11.9488623914756	12.0074566143281	12.0654493700028	11.9673508939023	11.9513434736807	11.2129741630644
CCL3L3	uc007kpn.1	2.5681693861122	1.93036442346524	2.60460545198098	3.9643187451138	3.37654835608825	2.62717530235616
CCL4	uc007kpp.1	4.26944289497788	4.88177576808509	3.37390593264281	4.44981968596323	5.07302030078451	2.10759566861063
CCL5	uc007kpi.2	8.05655082544025	8.58606827979309	7.82274022275936	8.8679348916227	9.14500007224346	6.67866776174494
CCNA1	uc008pfz.2	5.88040887531916	5.06772604469702	3.93765785428582	5.55385944155728	5.9555138045555	2.8815288617797
CCNA2	uc012cov.1	10.0716688026235	9.7755267179195	9.24147634602631	10.1232407337345	10.201160228783	9.49613466781605
Gm5593	uc007rro.1	7.79296198656531	7.37640776184361	6.51311340315507	7.83250593683397	7.77466988711015	6.42179205088527
CCNB2	uc009qny.1	9.0407269787508	8.86043022367214	7.96354939542392	9.02309378410248	9.08644329525925	7.7096656724913
CCNC	uc008scv.2	9.52481164442847	9.55325087197785	8.9958318096253	9.70350369239345	9.62217067713049	9.56266486825048
CCND1	uc009kqt.1	11.5720186661559	11.4465238997806	11.1432331601294	10.3689588446004	10.6600176232505	10.6364407136668
CCND2	uc009dvr.1	11.8860755451057	12.0258823648663	11.8746981735812	11.8551601882533	12.0375007122745	12.5956568588318
CCNDBP1	uc008lxg.1	10.2459909706272	10.446659149042	10.1197714017305	10.5234016447203	10.4248141134177	10.3222152145151
CCNE1	uc009gkr.1	7.75835351098552	7.82374903474519	5.97403019905171	7.39962494990705	7.45577891190218	6.4484338784504
CCNE2	uc008rzd.1	8.2962476597467	8.37877818217584	7.44967359862313	8.28847232815441	8.25360920993119	7.90841368062097
CCNF	uc008avg.1	8.03335890490169	7.79316929552269	6.71293202212321	7.84121507557952	8.19871018486051	6.55750381212988
CCNG2	uc008yee.2	12.3273868652056	12.2819658670043	12.2320661880151	12.384124106178	12.0359219748208	11.2546879951561
CCNH	uc007riu.1	8.64308995895704	8.91200882662326	8.3826315475339	8.85963476700859	8.74082312090851	8.60395480578781
CCNI	uc008yed.2	12.4694643459516	12.5899431842888	12.5699587278677	12.7557520291097	12.6189260493587	12.8598409280467
CCNK	uc011yrr.1	9.60395092625387	9.42473202555902	9.43600788270877	9.64796852515097	9.37435035238551	9.52358425963842
CCNL1	uc008pkv.1	9.89161828150486	10.5184900874069	10.7914293762471	10.5817526025445	10.4298816209181	10.9545141060011
CCNL2	uc008wex.1	10.8919289595263	11.7919783651237	12.8656580827522	11.362255023974	11.5038272817655	12.8966341778525
CCNO	uc007rwz.1	3.37784634213167	1.93036442346524	3.4946061799025	2.90056604657195	0	1.79187768076034
CCNT1	uc007xmv.1	9.09328974561048	9.0321514513881	9.20145977187644	8.95660568290671	9.00353095112023	8.69913460652186
CCNY	uc008eai.1	11.4510904586359	11.3268538108555	11.3458432197572	11.4268309708574	11.3898656227021	11.3529569335888
CCPG1	uc009qqp.2	10.8107393334951	10.7727218965868	11.1662666316163	10.7181755747179	10.6007769334948	11.1013573240123
CCR1	uc009sgy.2	7.06132247372311	6.4946448067438	6.92418317090809	8.33031865565717	8.09874108981799	6.57789616633959
CCR2	uc012hdh.1	6.85991676979004	5.31737042634196	7.54388212033853	7.13868897153025	7.23962495905998	7.66199930541523
CCR5	uc009shd.2	5.68660964503633	6.00024822935579	5.66998655669495	6.79744748381636	7.02387557995469	5.94058472918579
CCR6	uc008aje.2	5.22050730914184	6.09157699754141	1.83862249439275	8.13858157191334	7.2031994612403	2.8815288617797
CCR7	uc007lih.1	4.12170170995645	4.16963730633402	4.02007525544666	6.28214291102736	5.8106687836741	3.6853911853689
CCT6A	uc008zti.1	11.5199740226431	11.6056888316746	11.3446954542371	11.2148447366412	11.6616007365371	11.390717063412
CD109	uc009qur.2	6.30559781362471	6.17832522864697	8.6478351435668	6.18651668716836	5.23904204954032	8.58737898685339
CD14	uc008eof.1	9.17393439816199	9.45340958691783	9.63909055981863	9.95647913349241	10.1646469067439	9.02835289235136
CD151	uc012fxg.1	11.633198484761	11.6558642154513	11.4218304070886	11.5638656333357	11.5321463101634	11.3966748734631
CD163	uc009dqo.2	5.51386417552771	5.47396864472144	7.18289132911157	5.65993417938454	4.27617080584329	7.00749663038033
CD164L2	uc008vcj.1	3.37784634213167	2.62717530235616	1.83862249439275	0	1.81908052342301	2.8815288617797
CD180	uc007rry.1	5.83975094367398	5.60439347333634	4.80118876674094	7.71450153461545	7.2031994612403	5.22552668858305
CD19	uc009jrb.1	6.39267479817302	7.1168461374389	4.95611321206836	9.6024873780572	8.60425394287637	4.41639514603539
CD1D	uc012cre.1	6.93037969660358	6.96357989703267	7.43629806759411	6.94535148132869	6.86631981529138	7.62781032833924
CD2	uc008qrf.1	5.32766642278789	5.31737042634196	4.48461530644196	7.37580132661829	6.84453528971818	4.34044283725018
CD200	uc007zim.1	7.51873535494211	7.84768413029877	8.66013586646814	7.88161568112463	7.76268218083069	9.13644530565905
Cd200r2	uc007zhu.1	4.26944289497788	5.31737042634196	4.80118876674094	4.69237038637236	3.89157455768868	3.55580910021406
CD200R1L	uc007zhu.1	4.26944289497788	5.31737042634196	4.80118876674094	4.69237038637236	3.89157455768868	3.55580910021406
CD207	uc009cnw.2	0	0	1.07864367792527	1.797040311211	0	1.03534089374133
CD209	uc009kss.1	2.5681693861122	0	2.33149126326214	1.797040311211	1.81908052342301	1.03534089374133
CD244	uc007dos.1	6.11317002247911	6.46086000021484	6.71293202212321	6.82162319932383	6.79884216837595	5.97197932175461
CD247	uc007djp.2	8.04018638025487	7.98746113008115	7.95281963537172	8.03465967719035	8.09874108981799	7.76658953800618
CD248	uc008gcb.1	5.32766642278789	5.06772604469702	7.34789204784049	5.06970584525698	4.66899212004356	7.63901129610373
CD27	uc009duc.1	5.13928151279046	5.54601814309023	5.17162439940456	6.25034348942552	5.55385944155728	4.09531410083909
CD276	uc009pxc.1	7.53592954610875	6.90940233423361	7.14652926856767	6.94535148132869	7.27159047647071	8.09143399561056
CD2AP	uc008cot.1	12.8744957958547	13.1172021190239	13.1399750584611	13.3080592489885	13.1030482029533	13.2254063956911
CD300C	uc007mgc.1	0	0	0	2.48302206273401	0	0
AF251705	uc007mgc.1	0	0	0	2.48302206273401	0	0
CD300E	uc007mgk.1	4.12170170995645	3.74527391233524	2.90246312766689	3.9643187451138	3.66721183057703	3.06221043275465
CD300LF	uc007mgn.2	6.90896712987869	6.86820369153956	5.62960127643584	8.06025798160181	7.93083167836585	5.94058472918579
CD300LG	uc007lqi.2	6.24876996038457	6.84424477504545	7.82274022275936	5.30138085768573	5.76575285075668	8.1904921747437
Cd300ld	uc007mgi.1	0	0	2.90246312766689	0	0	0
Gm11710	uc007mgi.1	0	0	2.90246312766689	0	0	0
CD300LD	uc007mgi.1	0	0	2.90246312766689	0	0	0
CD320	uc008bzv.1	8.55227647622813	8.23774370413906	7.60460221193297	7.91406891532451	7.96150037782911	8.68589050021792
CD34	uc007eep.2	7.84563489853237	7.70513984693986	9.25209802283819	8.00613247983864	7.57203049126578	9.43661731234989
CD38	uc008xic.2	12.6006361359965	12.4788068411317	13.5254475414006	13.0559797087574	12.8621568304512	12.6522835706516
CD3D	uc009pey.2	6.57490379691211	6.13956104872425	5.23404582416192	7.05803719893114	7.30113696368413	4.78287553735153
CD3E	uc009pez.1	7.65989080548603	8.27335470403161	7.41114111038465	8.61432696511688	8.57757897651857	6.39874275695761
CD3EAP	uc009fln.2	8.23589576802943	8.08956954627227	7.26301570274475	7.39962494990705	7.82374903474519	7.76658953800618
CD3G	uc009pex.2	7.34475432830119	8.1255209410589	7.11087125054653	8.03465967719035	8.46187737968197	6.28214291102736
CD4	uc009dsi.1	4.88177576808509	5.66627764667104	5.49720381631589	6.98492064566525	7.07496398300144	5.49687789378617
CD40	uc008nwy.1	4.9642953513676	4.77472110113455	4.48461530644196	6.59619322994181	5.55385944155728	4.25604273082619
CD40LG	uc009thb.1	3.6961093916465	1.93036442346524	1.83862249439275	4.29856421633106	3.37654835608825	2.48302206273401
CD44	uc008lie.1	10.5590562325115	10.6749768736022	11.3113186935337	10.0884744208617	10.5082383678158	11.2072909783741
CD46	uc007eet.1	3.6961093916465	3.13890012044006	5.01089154122657	3.78246804028786	5.07302030078451	4.78287553735153
CD47	uc007zkg.1	9.9373388662023	10.3001626864431	10.3219295007733	10.8022900178424	10.5836418955042	10.3598429697132
CD48	uc007doz.1	6.27971196151626	6.68417129503174	6.32286216067085	7.8605022741658	7.25683786146099	6.54134763166208
CD5	uc008gqv.1	5.22050730914184	6.04570960505326	4.95611321206836	6.40789547943248	6.62626055762578	4.56846961956225
CD53	uc008qwm.2	7.29719306484636	7.80512090465462	7.86433106091105	9.76649292891997	9.04484401872853	8.09143399561056
CD5L	uc008psa.2	0	1.93036442346524	0	3.24459624169163	1.81908052342301	0
CD63	uc007hou.1	11.6670553300402	11.7658424972099	11.3159791536952	11.29149610447	11.2174925330055	11.0558816414434
CD68	uc007jqy.1	5.39406793859182	5.60439347333634	6.65499551183109	6.00703609474483	6.34720108023258	7.04266207815792
CD70	uc008dee.1	0	0	0	1.797040311211	0	0
CD72	uc008spt.2	7.09608028021688	7.34557790895961	6.90244258770977	8.56319176126705	7.99712067225415	7.72412839017011
CD74	uc008faz.1	11.0728030139278	11.5133355484862	13.3648975449636	13.961370917237	15.3057650049717	13.087056609344
CD79B	uc007lyt.2	6.47598641554369	7.18699849941057	6.14952459560421	9.39641308033703	8.54243732053221	6.20161700080018
CD80	uc007zez.1	3.05151077047267	3.74527391233524	3.37390593264281	4.78572804266776	5.55385944155728	3.78246804028786
CD81	uc009kou.2	11.095949476546	10.7540758910738	11.1154970895242	11.0473540413661	11.2192473324939	11.9560501299796
CD83	uc007qgl.2	8.54162979981951	7.50702544293236	8.34961930104315	8.90835179017754	8.34527328932903	7.00749663038033
CD84	uc007dpf.2	5.45457973935584	5.23404582416192	6.24301723482322	6.96656051779436	6.72824284725142	6.67866776174494
CD8B	uc009cgp.1	5.9282803531766	6.39855289114294	3.65926126253831	6.40789547943248	7.16789945440823	3.55580910021406
CD93	uc008mte.1	5.88040887531916	6.09157699754141	8.44589672292842	6.96656051779436	7.12997069353636	8.87214500178628
CD99L2	uc009tka.2	9.28635409136334	9.24461478632987	9.5818296558119	8.80753800133387	8.81555226932214	9.65389023295239
CDA	uc008vkw.1	10.1077968704652	9.78524512295619	8.74380396649273	10.3149489919339	10.0975223683064	9.19716594139373
CDAN1	uc008lwv.1	8.32122246726635	8.28847232815441	8.4588625621043	8.40123779382973	8.58579105776012	8.52817429118524
CDC14B	uc007qyq.2	9.26352545225014	9.32754997137275	9.74651153689253	9.76450839060204	10.0241988768127	9.78580437755567
CDC20	uc008ukc.2	9.05958218075066	8.53998920811608	7.86433106091105	8.9196825104212	9.01198165277874	8.06140943246927
CDC23	uc008elc.1	9.62242682815138	9.46034247980267	9.74651153689253	9.63319854843494	9.62891852852992	9.74823875410229
CDC25A	uc009rsw.1	10.9414767225306	11.1673165837711	10.3978260447255	11.0679254368776	11.3485610195748	10.6512148780034
CDC25C	uc012bbd.1	7.06132247372311	6.36038276939655	5.71638933774743	6.52291069119067	6.67866776174494	4.78287553735153
CDC26	uc008teo.1	8.00576449357696	8.25782036822983	7.77702376155605	8.11385976217708	7.92099617775323	7.86247378438578
CDC27	uc007lwr.1	10.5108542359523	10.4817621103746	10.3679623159667	10.511561213598	10.4974419987753	10.6265627790588
CDC37	uc009okg.1	11.2226996390514	11.0998194252892	11.0047441683859	10.9783308443613	10.9941583648418	11.0725376590335
CDC42BPB	uc007pct.2	11.6611591038539	11.5166841233814	11.9254146119736	11.5540476545295	11.6580342651515	11.8919565026958
CDC42BPG	uc008gia.2	11.6321192855424	11.6376392366671	11.85626962178	11.4477385171657	11.5453441901319	11.7281291912557
CDC42EP3	uc008dpx.1	8.01384903794865	7.90655760373888	8.86771466709737	7.73529675428125	7.79337660448008	9.0367004454362
CDC42EP4	uc007mfc.2	10.6894564331056	10.8706483626219	10.3510426893428	10.4102450448296	10.3861115968878	10.1311665528571
CDC42SE2	uc007iyf.2	11.1000113793737	11.182238176446	10.617343653474	11.2788594154298	11.3872478854276	10.9832191368191
CDCA2	uc007ulc.2	7.61535622142852	7.36161085794444	6.71293202212321	7.61032603495168	7.8561670931922	7.06031100005462
CDCA5	uc008ghh.1	7.42271191213015	7.32975754032137	6.26844381938249	8.04307681028617	7.97089878034391	7.28542851044991
CDCA7	uc008kbx.1	10.0944133825955	10.176534267016	9.37148988840791	10.0271622596171	10.2811031569286	10.1156710938399
CDCA7L	uc007pid.1	8.16147235675654	8.1825007681665	7.78715938520064	7.94742520609752	8.35399637155361	7.94336775525653
CDCA8	uc008urj.2	8.60619161409338	8.54552302834512	7.73292428386364	8.68399335110115	8.70458489483815	7.52601685825705
CDCP1	uc009sfz.1	10.8476523566142	10.931561960542	11.6882688746447	11.2266014875863	10.9326611827342	10.9363185764048
CDCP2	uc008tzf.1	0	0	0	0	1.81908052342301	0
CDH1	uc009ngi.1	14.2281171344411	14.4201750516659	14.5815944146785	14.592199572585	14.4666457569939	14.7087022618512
CDH10	uc007vil.1	2.5681693861122	0	2.60460545198098	1.797040311211	2.53716042659793	3.25044251451644
CDH11	uc009mzu.1	7.03121384818035	7.03595263357039	8.17097314975696	7.13868897153025	7.22117395425145	8.74756565275928
CDH13	uc009npl.1	5.45457973935584	6.09157699754141	7.09498385427306	5.55385944155728	5.16435486443514	7.96320059582612
CDH15	uc009ntv.1	0	0	0	0	0	0
CDH18	uc007vis.1	2.5681693861122	2.62717530235616	2.90246312766689	0	0	2.8815288617797
CDH19	uc007chx.1	5.13928151279046	5.39441637385955	6.59142644239546	4.69237038637236	4.66899212004356	7.69742304592748
CDH20	uc007cgc.1	0	3.13890012044006	2.60460545198098	1.797040311211	0	1.79187768076034
CDH23	uc007fev.1	4.26944289497788	3.13890012044006	4.80118876674094	2.48302206273401	4.66899212004356	4.09531410083909
CDH5	uc009mzx.2	6.04343690925243	6.72824284725142	8.31840423946548	5.22874362517495	6.34720108023258	8.43278140985245
CDH8	uc009mzn.1	0	0	2.60460545198098	2.48302206273401	1.81908052342301	2.48302206273401
CDHR3	uc007nij.1	0	0	1.83862249439275	0	0	0
CDK1	uc007fmr.1	9.09690829929802	8.76735765203478	8.24348158986308	8.9139503202531	9.26742618213327	8.19871018486051
CDK14	uc008wii.2	5.96426207198741	5.47396864472144	6.73184533593689	6.34583938779155	5.49720381631589	7.49017943733747
CDK15	uc007bdq.2	0	0	2.33149126326214	0	0	1.03534089374133
CDK16	uc009sto.1	11.752006954417	11.6182416044777	11.4218304070886	11.552068273407	11.5975531735033	11.4357204657626
CDK17	uc007gul.2	8.42440385239005	8.66752757101892	9.24673095663914	8.69522175093038	8.40880457383841	9.20362937261479
CDK18	uc007coh.2	10.1362170320596	10.255050933025	10.0101973692383	10.4261837962548	10.5225055091644	9.95928846407895
CDK20	uc007qyx.1	6.57490379691211	6.74901631302375	5.57955457715481	6.00703609474483	6.42936891940663	5.81039777855382
CDK5	uc008wrl.1	9.62242682815138	9.75798045765511	9.47933574582168	9.6366421535937	9.69303375362704	9.56266486825048
CDK5R1	uc011yat.1	4.66229692149721	5.66627764667104	4.66119813488135	6.04570960505326	6.11133108989686	4.83269331573733
CDK5R2	uc007bng.2	4.66229692149721	4.77472110113455	4.02007525544666	4.69237038637236	4.55025157762443	5.32444712351002
CDK5RAP1	uc008njb.1	8.21248785930227	7.96953415923694	8.04015056981748	8.08608891710387	8.03574065949238	7.60375820549775
CDK5RAP2	uc008thy.1	8.77784683279095	8.45677319494851	8.49093958723871	8.51023088655087	8.49464436290381	8.40936530062116
CDK6	uc008wgu.1	8.44323851669627	8.58606827979309	8.76735765203478	8.12963103239325	8.27043864049888	8.50750402397754
CDK7	uc007rrk.2	9.69042503574765	9.7126199432472	9.53155584112647	9.47179706276619	9.54643687974742	9.96232102409745
CDK8	uc007ewy.2	10.5467397607946	10.4879713256017	10.7802505606399	10.350751796449	10.2093450884508	10.4199519172519
CDK9	uc008jgn.2	9.59274127999234	9.95180829800758	9.5708733169048	9.81031028439961	9.79469275095794	9.84662200750545
CDKN2AIP	uc009lrh.2	9.41137120410885	9.4749405039564	9.30640498445309	9.61449328591311	9.56892685473803	9.31666427029671
CDKN2AIPNL	uc007ius.2	9.53038050976285	9.60237159657397	9.03597349154261	9.54182071883351	9.53278425089102	9.31666427029671
CDKN2B	uc008tok.2	10.2969793751166	10.6654163176948	9.78524512295619	11.180823309187	11.1423413657845	9.59681492982275
CDKN2C	uc008ucs.1	8.10755549708096	8.54552302834512	7.60460221193297	8.26350505598245	8.35399637155361	7.80265518043363
CDKN3	uc007thf.2	7.73231637453627	7.17075403837608	5.87697111251037	7.32981191393748	7.41360199567606	5.7262393034577
CDNF	uc008iej.1	5.73910694770224	5.47396864472144	5.66998655669495	4.78572804266776	4.89018382716595	5.81039777855382
CDO1	uc008evt.1	9.71539822722251	10.1308455354209	9.2381365933557	9.04184338353669	9.36843979753816	10.3004197178142
CDON	uc009ote.2	8.43741898198807	8.71996648588481	9.35888622941549	8.75076000307533	8.62536660452543	9.52358425963842
CDR2	uc012ftc.1	8.14187632775872	8.1564360006784	7.66979155215448	7.95459088464819	8.08281205106059	8.04372015435806
CDRT4	uc007jkj.1	0	0	1.07864367792527	0	0	0
CDS2	uc008mmo.1	11.3944262757664	12.1799393932606	11.5789624821051	11.7618711028052	11.3134498605521	11.4483967795219
CDX1	uc008fbj.2	12.6790193711111	12.9377867692634	12.1679516248315	12.6015465384564	12.4788068411317	12.4756196302697
CDX2	uc009anz.1	12.6173176784689	12.9081970047382	12.3027057006747	12.803167272994	13.087056609344	12.6184886930201
CDX4	uc009tzk.1	0	0	0	0	0	0
CDYL	uc007qcg.2	8.42440385239005	8.61633284806078	7.8451859794584	8.69935115893878	8.87374774700218	8.1213875146582
CDYL2	uc009noi.1	5.51386417552771	4.35915325750132	4.24930985880715	5.1519969341566	5.31700356140751	4.48461530644196
Ceacam2	uc009fsu.1	16.9489867451928	16.9489867451928	17.1877625691184	16.8191650197037	16.7582533670744	16.3069196487159
Ceacam14	uc009fjd.1	0	0	1.83862249439275	0	1.81908052342301	0
Ceacam11	uc009fjd.1	0	0	1.83862249439275	0	1.81908052342301	0
CEACAM16	uc009fnm.1	3.05151077047267	1.93036442346524	1.83862249439275	3.24459624169163	4.11809649301441	2.10759566861063
CEACAM18	uc009gnf.1	8.2746703749959	7.97794904663014	8.41666248835084	8.28052778019978	9.43746093079513	7.38675708411638
CEACAM19	uc009fnn.1	0	2.62717530235616	0	3.9643187451138	3.02633981704522	0
CEACAM20	uc012fbl.1	11.7261429163621	11.7177747850079	12.0728661094811	12.5187790506376	12.2940350428711	11.5530411807691
CEBPA	uc009gjl.1	10.8748144522796	10.9136952115081	9.8620177894368	10.9192000366905	10.9748497779138	10.2591055255526
CEBPB	uc008oaf.1	7.51873535494211	7.65752730280773	6.14952459560421	8.05150690837941	8.06427191826141	7.18620149283169
CEBPD	uc007yhx.1	8.16147235675654	8.86636541773403	7.46526435584818	9.44306019586543	8.86043022367214	8.04372015435806
CEBPE	uc007twz.1	0	0	1.83862249439275	0	0	0
CEBPG	uc009gjk.1	11.7994355161543	11.9208281195189	11.6865247644071	12.0951969392883	12.0837085204862	11.7463565364886
CECR5	uc009dnl.1	8.16147235675654	8.52244731887925	8.52165578767914	8.53711436813024	8.35399637155361	8.53341989363754
CECR6	uc009dnk.1	2.5681693861122	3.13890012044006	1.83862249439275	1.797040311211	3.66721183057703	2.62717530235616
CEL	uc008iyr.1	0	1.93036442346524	0	0	0	2.10759566861063
CELF3	uc008qgp.1	7.41181849584249	7.90655760373888	7.30847501160705	7.43851977249581	6.90068225300711	7.77702376155605
CELF5	uc007gic.2	7.73231637453627	7.79316929552269	7.51663477580283	7.62114278144161	7.93083167836585	8.55588940870403
CELSR1	uc007xdt.1	10.7909017339096	10.3200601946194	10.6266686222157	9.85387776925892	9.7826726734806	10.1483200195638
CELSR2	uc008qyx.1	6.96405214048569	7.13577124866433	7.48782347023545	6.21807168445903	6.72824284725142	7.49017943733747
CELSR3	uc009rrb.1	4.9642953513676	5.39441637385955	5.54113671240559	5.1519969341566	4.41639514603539	6.12017668860516
CENPA	uc008wvt.1	8.70085791084913	8.31513572746636	7.46526435584818	8.76121907699606	8.75738505984545	7.4760286253896
CENPB	uc008mkx.1	12.3013102696642	12.3407600655431	11.9795388286921	12.2185506411084	12.2582235071882	12.1647179616906
CENPC	uc008xxc.2	8.93999908296185	8.72576171064543	8.86043022367214	9.14381495002724	8.75222288575412	9.04539720542587
CENPF	uc007eao.2	9.63474276080306	9.25432653809827	8.98147646226218	9.38525645452205	9.5547086322456	8.61669668949346
CENPH	uc007rrn.1	6.62609651244941	6.13956104872425	5.91305682637953	6.69733472731293	6.92404453685932	5.65993417938454
CENPK	uc007rte.1	7.01445560680214	6.84424477504545	5.79414914167926	6.59619322994181	6.82396059288412	5.90589456450326
CENPL	uc007dfe.2	7.53592954610875	7.25456007998017	7.34789204784049	7.72682927440761	8.04623956123486	7.58845663256385
CENPQ	uc008con.1	7.23962495905998	6.74901631302375	6.24301723482322	7.20261909079794	6.90068225300711	6.30539731394668
CENPV	uc007jjf.2	9.06966664114616	9.01100832599799	8.26511931094268	9.2087171474545	8.92941962346221	8.56238757593395
CEP250	uc012chi.1	8.47882430014089	8.62187639173208	9.68598219629	8.60889345980829	8.64901186396719	9.2969619587904
CEP350	uc007dbs.2	11.4909385036646	11.3930352460867	11.5013386646017	11.4617338660118	11.5380923761972	11.2583984517971
CEP55	uc008hjb.2	8.00576449357696	7.98746113008115	7.28128426777593	8.18528329101043	8.40123779382973	7.41413004863216
CEP57	uc009oed.2	9.10130991779924	9.15329572379147	9.12443331997468	9.04184338353669	9.32059191580494	9.44503291488314
CEP63	uc009rfr.1	9.05634451169236	8.90721339732648	9.29405962111987	9.18678797841267	9.1317160520036	9.38092235983923
CEP68	uc007icw.1	9.12474682919479	9.0638291348003	9.07411243630952	8.8943853634512	8.84050608742752	9.61483860431675
CEP70	uc009rdz.1	7.94783471548982	7.88611685405006	8.4781274873362	8.12963103239325	7.97089878034391	8.12906953720581
CEP72	uc007req.2	7.0782467337462	6.52291069119067	6.14952459560421	6.6249858838965	6.65419468981461	6.08824576992908
CEP78	uc008gwr.1	7.55483783303698	7.21930051852677	7.60460221193297	6.96656051779436	7.12997069353636	7.5396398641744
CEP97	uc007zlr.2	7.22535141161547	7.44811386923097	7.73292428386364	7.57511254219934	7.57203049126578	7.98861957890582
CER1	uc008tkl.2	0	0	0	0	0	0
CERCAM	uc008jai.1	5.05599127799452	3.74527391233524	6.09312326380549	5.22874362517495	5.16435486443514	7.3314102251778
CERK	uc007xdy.2	9.40125946945136	9.65943929944866	9.21023648298665	9.83527764205293	9.86551718385947	9.65726216354773
Ces1c	uc009muk.1	1.83862249439275	1.93036442346524	1.83862249439275	0	0	1.03534089374133
CES1	uc009mun.1	11.8963512380652	11.7825405423162	12.1369416550613	10.4407761264756	9.90863615509696	11.3619490027993
